"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","sig"
1.2186417335526,12.2479501269841,7.92883936818854,4.81471455996671e-11,5.22070533458057e-09,14.9471581178283,"IFIT3","Up"
1.08834628399119,11.486176547619,7.92714764405568,4.84760224921557e-11,5.22913115162792e-09,14.9405059943377,"MARVELD3","Up"
-1.69021411951758,10.9286973253968,-7.9096302821538,5.20164977727238e-11,5.58212096458936e-09,14.8716230918213,"CREB5","Down"
0.919780359649087,12.9733453492063,7.90742216063798,5.24807763252666e-11,5.60306298623449e-09,14.8629399377698,"TMEM42","Up"
0.465389856359607,14.1886191269841,7.89536483659143,5.50900762215103e-11,5.85163416763073e-09,14.8155251876984,"COMMD7","NS"
-0.853703990131601,10.6083932301587,-7.8935908138093,5.54847942828006e-11,5.86364432575444e-09,14.8085488223818,"NCRNA00120","Down"
0.683905228070138,12.6593337777778,7.89123724394276,5.60128326325819e-11,5.88955132615012e-09,14.7992933354543,"FBXO6","Up"
-1.97648114364038,10.5452793650794,-7.87867611671737,5.89172267352483e-11,6.15654674012347e-09,14.7498954588114,"PROK2","Down"
-1.52447867214915,9.60703306349206,-7.87772351908455,5.9143539460334e-11,6.15654674012347e-09,14.7461492179659,"NR4A3","Down"
1.1549921096491,9.59896669047619,7.87393055623101,6.0053310881478e-11,6.22014865294274e-09,14.7312327163069,"ISM1","Up"
-0.736820442982488,10.8146936031746,-7.86952816810975,6.11268324779344e-11,6.2999976502877e-09,14.7139193937968,"LATS2","Down"
0.849075315789436,11.7688937936508,7.86636564841711,6.19098452636298e-11,6.34926634750497e-09,14.7014820213037,"C17orf80","Up"
-0.836681617324583,10.0357494603175,-7.86298269336998,6.27585499643631e-11,6.37811517541995e-09,14.6881776484014,"CHRNA10","Down"
1.39246971600874,10.3456457857143,7.86280336672116,6.28038623834522e-11,6.37811517541995e-09,14.6874723961221,"GRIA3","Up"
-1.5355987785088,10.5178107857143,-7.85040516438336,6.60173440389887e-11,6.67191789100828e-09,14.6387124315534,"SNORD11B","Down"
-1.0861484407895,13.4733712301587,-7.8471535372115,6.68870294624406e-11,6.72715491004131e-09,14.6259241755392,"ETS2","Down"
0.814563407894704,12.1002383333333,7.84438702016337,6.76359866449477e-11,6.76977695173638e-09,14.6150437452798,"SNX7","Up"
-1.36728494736846,12.3990871190476,-7.83013231424764,7.163013990053e-11,7.13525302674227e-09,14.558980708849,"CRISPLD2","Down"
